position	filename	char_count	paragraph_count
2060	2568_Trents_Last_Case.txt	400399	813
2061	48226_Dick_Donnelly_of_the_Paratroops.txt	270866	1158
2062	32522_Mr_Spaceship.txt	55200	330
2063	50783_The_Alien.txt	320739	1434
2064	5320_Taken_Alive.txt	609223	1908
2065	16469_The_Lives_of_the_Poets_of_Great_Britain_and_Irelan.txt	560350	1005
2066	23790_The_Ultimate_Weapon.txt	175051	570
2067	5981_The_Boy_Scouts_in_Front_of_Warsaw_Or_In_the_Wake_o.txt	201971	837
2068	22700_Brittany__Its_Byways.txt	385333	586
2069	5524_The_Bride_of_the_Nile__Volume_08.txt	122946	282
2070	28515_The_Saracen_Land_of_the_Infidel.txt	999675	4896
2071	39912_Tom_Willoughbys_Scouts_A_Story_of_the_War_in_Germa.txt	332397	852
2072	22377_Rollo_in_Switzerland.txt	229932	778
2073	7630_Devereux__Complete.txt	997621	2163
2074	2520_The_Man.txt	569008	1664
2075	20991_Follow_My_Leader_The_Boys_of_Templeton.txt	532172	2756
2076	51150_Venus_is_a_Mans_World.txt	41439	177
2077	18949_Day_of_the_Moron.txt	63911	251
2078	28668_The_Christian_Foundation_Or_Scientific_and_Religio.txt	81787	113
2079	560_Mr_Standfast.txt	667092	1733
2080	24560_The_Jingle_Book.txt	58787	255
2081	19025_A_Sweet_Little_Maid.txt	203897	1198
2082	22265_Frank_Merriwells_Cruise.txt	335488	2062
2083	3004_Jefferson_and_His_Colleagues_A_Chronicle_of_the_Vi.txt	396923	402
2084	33790_Delayed_Action.txt	33887	150
2085	2439_The_History_of_England_from_the_Accession_of_James.txt	1319236	1309
2086	16551_The_Girl_of_the_Golden_West.txt	412078	1773
2087	17111_The_Meaning_of_the_War_Life__Matter_in_Conflict.txt	28917	32
2088	16472_Through_Forest_and_Fire.txt	282563	1458
2089	1615_Old_English_Libraries.txt	570621	1691
2090	22565_From_Farm_to_Fortune_or_Nat_Nasons_Strange_Experie.txt	218808	1721
2091	35164_The_Secret_Battle.txt	265451	385
2092	21716_The_Battery_and_the_Boiler_Adventures_in_Laying_of.txt	485418	1893
2093	7738_The_Parisians__Volume_02.txt	124835	283
2094	34223_The_New_Germany.txt	416493	908
2095	139_The_Lost_World.txt	408133	925
2096	32360_The_Holes_Around_Mars.txt	30350	198
2097	12945_The_Boy_Scouts_of_the_Geological_Survey.txt	123535	474
2098	6071_The_Rover_Boys_out_West_Or_The_Search_for_a_Lost_M.txt	240606	1623
2099	1550_A_Lady_of_Quality.txt	460724	1427
2100	18786_Treachery_in_Outer_Space.txt	255759	1439
2101	17456_The_Romance_of_a_Christmas_Card.txt	87015	263
2102	25887_Lola_Or_The_Thought_and_Speech_of_Animals.txt	280514	447
2103	21745_The_Life_of_a_Ship.txt	34627	70
2104	6769_The_People_of_the_Mist.txt	769389	2628
2105	5669_Considerations_on_Representative_Government.txt	562989	328
2106	29839_The_House_in_the_Water_A_Book_of_Animal_Stories.txt	282193	582
2107	7238_My_Four_Years_in_Germany.txt	533541	996
2108	10635_Stories_from_the_Italian_Poets_with_Lives_of_the_W.txt	583412	1096
2109	29142_Keep_Out.txt	7646	32
2110	2728_Hunter_Quatermains_Story.txt	35460	86
2111	5494_Homo_Sum__Volume_01.txt	97088	282
2112	51395_Survival_Type.txt	47887	171
2113	14992_The_Life_of_Froude.txt	631789	535
2114	30802_Commentaries_on_the_Laws_of_England_Book_the_First.txt	952350	1027
2115	22561_Tame_Animals.txt	2413	6
2116	20995_Fighting_in_France.txt	229291	1386
2117	51855_Slave_Planet.txt	203831	985
2118	15043_The_Works_of_the_Right_Honourable_Edmund_Burke_Vol.txt	878377	781
2119	23031_Wonderful_Adventures_of_Mrs_Seacole_in_Many_Lands.txt	331568	458
2120	32088_Instant_of_Decision.txt	45977	291
2121	5311_Parnassus_on_Wheels.txt	186488	561
2122	15655_Four_Little_Blossoms_and_Their_Winter_Fun.txt	157062	934
2123	1302_The_Enemies_of_Books.txt	137720	240
2124	36249_Among_the_Canadian_Alps.txt	220140	382
2125	15955_A_Short_History_of_Scotland.txt	490809	684
2126	19445_Omnilingual.txt	93944	308
2127	20434_The_Boy_Scouts_First_Camp_Fire_or_Scouting_with_th.txt	315632	1309
2128	22869_The_Dark_Door.txt	47690	204
2129	13711_International_Weekly_Miscellany_of_Literature_Art_.txt	181193	167
2130	4358_The_Sea_Fairies.txt	224510	982
2131	30399_Pythias.txt	9828	51
2132	21704_Six_Months_at_the_Cape.txt	218479	515
2133	30607_Australia_its_history_and_present_condition.txt	715796	664
2134	21726_Deep_Down_a_Tale_of_the_Cornish_Mines.txt	511061	1528
2135	2349_The_Adventure_of_the_Devils_Foot.txt	53586	122
2136	22876_The_Link.txt	32424	99
2137	34171_Toppletons_Client_Or_A_Spirit_in_Exile.txt	312249	896
2138	22519_Christmas_Every_Day_and_Other_Stories.txt	94517	327
2139	22257_Bulgaria.txt	244526	412
2140	163_Flower_Fables.txt	185166	563
2141	24438_From_Fort_Henry_to_Corinth.txt	353548	354
2142	37215_The_Argus_Pheasant.txt	390294	1930
2143	19317_Gallipoli_Diary__Volume_1.txt	564741	1082
2144	11506_The_Old_Bell_of_Independence_Or_Philadelphia_in_17.txt	244713	567
2145	1690_Marie_An_Episode_in_the_Life_of_the_Late_Allan_Qua.txt	545588	1750
2146	27099_Reminiscences_of_Queensland_1862-1869.txt	266609	581
2147	13135_Pardners.txt	230068	1000
2148	21757_The_Hot_Swamp.txt	470802	1917
2149	14130_The_Outdoor_Chums_on_the_Gulf_Or_Rescuing_the_Lost.txt	232661	1309
2150	3811_The_Star_of_Gettysburg_A_Story_of_Southern_High_Ti.txt	520944	1858
2151	1250_Anthem.txt	94985	314
2152	50774_Contagion.txt	60693	301
2153	26906_The_Jameson_Satellite.txt	48448	160
2154	25491_Pecks_Sunshine.txt	431297	1009
2155	21316_The_Adventures_of_Don_Lavington_Nolens_Volens.txt	571556	3619
2156	17314_Five_Children_and_It.txt	280683	1280
2157	24711_Little_Prudy.txt	123171	775
2158	54626_Being_a_Summary_Statement_of_the_Investigation_Mad.txt	17876	54
2159	25004_A_Confederate_Girls_Diary.txt	641899	782
2160	22767_Pagan_Passions.txt	240873	1200
2161	27262_Mother_Earth_Vol_1_No_3_May_1906.txt	133084	367
2162	558_The_Thirty-Nine_Steps.txt	211181	666
2163	12939_The_Brighton_Boys_with_the_Submarine_Fleet.txt	254094	1056
2164	51571_Subject_to_Change.txt	18673	113
2165	4715_An_African_Millionaire_Episodes_in_the_Life_of_the.txt	367529	1100
2166	12255_The_Egyptian_Conception_of_Immortality.txt	62594	72
2167	11451_The_Rome_Express.txt	188666	1059
2168	30491_Vital_Ingredient.txt	16640	73
2169	49131_Wings_over_England.txt	194470	1117
2170	51361_Birds_of_a_Feather.txt	41174	206
2171	39421_Mount_Everest_the_Reconnaissance_1921.txt	714198	668
2172	30014_Native_Son.txt	11983	57
2173	4690_Famous_Affinities_of_History_The_Romance_of_Devoti.txt	188716	495
2174	121_Northanger_Abbey.txt	426487	876
2175	20200_Christmas_A_Happy_Time.txt	40296	124
2176	20840_Rebel_Spurs.txt	345936	1366
2177	4660_Timothy_Crumps_Ward_A_Story_of_American_Life.txt	204220	1348
2178	25206_Rollos_Philosophy_Air.txt	163832	822
2179	1272_The_Riddle_of_the_Rhine_Chemical_Strategy_in_Peace.txt	466359	652
2180	50848_Soldier_Boy.txt	44603	180
2181	15_Moby-Dick_or_The_Whale.txt	1201299	2335
2182	21218_Mayfair_Belgravia_and_Bayswater.txt	183563	411
2183	21412_The_Tale_of_Bobby_Bobolink.txt	68428	346
2184	24647_The_Standard_Operaglass.txt	762713	1802
2185	25037_War_and_the_Weird.txt	207461	536
2186	26500_Anecdotes_of_Dogs.txt	702451	965
2187	7144_While_the_Billy_Boils.txt	437612	1504
2188	32039_The_Third_Day_at_Stones_River.txt	38017	34
2189	44734_Training_for_the_Trenches.txt	133108	210
2190	16943_Paris_With_Pen_and_Pencil.txt	447356	665
2191	17737_The_Schemes_of_the_Kaiser.txt	353649	794
2192	19564_The_Pirates_Whos_Who.txt	484280	1274
2193	15776_The_Economic_Consequences_of_the_Peace.txt	412205	632
2194	5441_Uarda__a_Romance_of_Ancient_Egypt__Volume_03.txt	106354	497
2195	31262_Rastignac_the_Devil.txt	104324	440
2196	4391_Selections_from_the_Principles_of_Philosophy.txt	175197	259
2197	8411_Forest_and_Frontiers_Or_Adventures_Among_the_India.txt	198852	295
2198	21891_The_Brand_of_Silence_A_Detective_Story.txt	296337	1558
2199	1752_El_Dorado_An_Adventure_of_the_Scarlet_Pimpernel.txt	670499	2510
2200	27392_Lease_to_Doomsday.txt	28135	157
2201	5844_The_Adventures_of_Johnny_Chuck.txt	84705	302
2202	39474_From_Egypt_to_Japan.txt	806373	912
2203	2742_Cenci.txt	70059	165
2204	12922_Burke.txt	379879	252
2205	16663_The_Tale_of_Solomon_Owl.txt	72381	408
2206	21696_Red_Rooney_The_Last_of_the_Crew.txt	518179	2034
2207	32683_The_Next_Time_We_Die.txt	17297	85
2208	21735_The_Floating_Light_of_the_Goodwin_Sands.txt	500112	1543
2209	2099_A_History_of_the_Moravian_Church.txt	982755	1163
2210	32351_Voyage_To_Eternity.txt	174049	853
2211	709_The_Princess_and_Curdie.txt	289836	836
2212	28118_The_Great_Gray_Plague.txt	143854	635
2213	36802_The_Romance_of_Polar_Exploration.txt	478948	683
2214	44083_The_Count_of_the_Saxon_Shore_or_The_Villa_in_Vecti.txt	405330	840
2215	41990_The_Cid_Campeador_A_Historical_Romance.txt	873859	2704
2216	14297_The_Congo_and_Coasts_of_Africa.txt	240535	357
2217	24389_Blue-Bird_Weather.txt	91631	408
2218	35700_My_Cave_Life_in_Vicksburg_with_Letters_of_Trial_an.txt	206763	446
2219	304_Rio_Grandes_Last_Race_and_Other_Verses.txt	124918	492
2220	24902_The_International_Monthly_Volume_2_No_4_March_1851.txt	819480	1347
2221	16868_Adventures_of_a_Despatch_Rider.txt	321621	777
2222	21472_Ned_Garth_Or_Made_Prisoner_in_Africa_A_Tale_of_the.txt	340229	869
2223	10724_The_Store_Boy.txt	220957	1743
2224	23434_An_Elementary_Study_of_Insects.txt	98115	210
2225	32041_One_Mans_Poison.txt	23983	186
2226	29387_Marcy_the_Blockade_Runner.txt	428229	1319
2227	23767_The_Talkative_Tree.txt	17648	106
2228	42111_And_Then_the_Town_Took_Off.txt	190805	1107
2229	24166_The_Destroyers.txt	53525	259
2230	21060_The_Congo_Rovers_A_Story_of_the_Slave_Squadron.txt	565543	1103
2231	12947_The_Boy_Scouts_of_the_Flying_Squadron.txt	148676	529
2232	44813_Sally_Scott_of_the_WAVES.txt	222650	1517
2233	10641_Beacon_Lights_of_History_Volume_10_European_Leader.txt	462743	475
2234	51809_Survival_Kit.txt	62582	320
2235	11639_Figures_of_Earth_A_Comedy_of_Appearances.txt	415275	1459
2236	23194_The_Common_Man.txt	81901	415
2237	12808_Frank_on_a_Gun-Boat.txt	252287	998
2238	22021_Gallipoli_Diary_Volume_2.txt	510601	1297
2239	3725_Famous_Men_of_the_Middle_Ages.txt	230736	883
2240	322_St_Ives_Being_the_Adventures_of_a_French_Prisoner_.txt	558653	1494
2241	7071_In_Times_of_Peril_A_Tale_of_India.txt	583613	1496
2242	22644_The_Boy_Scout_Treasure_Hunters_Or_The_Lost_Treasur.txt	252484	1262
2243	15072_Marjories_Maytime.txt	280539	1529
2244	32111_Diary_of_Battery_A_First_Regiment_Rhode_Island_Lig.txt	221105	759
2245	24195_History_of_the_159th_Regiment_NYSV.txt	41062	139
2246	26699_The_Woman_and_the_Right_to_Vote.txt	111726	154
2247	35062_The_Woodpeckers.txt	150218	303
2248	585_Running_a_Thousand_Miles_for_Freedom.txt	137361	298
2249	31776_Si_Klegg_Book_6.txt	350759	1394
2250	9063_The_Penance_of_Magdalena_and_Other_Tales_of_the_Ca.txt	122489	149
2251	19561_The_Outdoor_Girls_in_a_Motor_Car_Or_The_Haunted_Ma.txt	212701	1332
2252	15509_Laurier_A_Study_in_Canadian_Politics.txt	155117	98
2253	1831_The_Lock_and_Key_Library_Classic_Mystery_and_Detec.txt	721991	1280
2254	2079_From_the_Memoirs_of_a_Minister_of_France.txt	380091	1284
2255	18035_Marjorie_at_Seacote.txt	315630	2143
2256	1026_The_Diary_of_a_Nobody.txt	225433	590
2257	12115_Discoveries_in_Australia_Volume_1.txt	769189	1268
2258	23153_The_Big_Bounce.txt	37960	147
2259	49897_The_Gravity_Business.txt	36938	219
2260	4050_Mates_at_Billabong.txt	356293	1265
2261	20987_Story_of_the_War_in_South_Africa_1899-1900.txt	352288	475
2262	28346_Deathworld.txt	311722	1228
2263	6072_The_Boy_Allies_with_Uncle_Sams_Cruisers.txt	228112	1533
2264	2041_The_House_of_the_Wolf_A_Romance.txt	299111	820
2265	14470_The_German_Classics_of_the_Nineteenth_and_Twentiet.txt	915132	2248
2266	51549_The_Big_Engine.txt	9324	30
2267	6317_Sailing_Alone_Around_the_World.txt	381144	607
2268	14555_William_Lloyd_Garrison_the_Abolitionist.txt	613503	520
2269	2748_Derues.txt	238913	615
2270	18460_Flight_From_Tomorrow.txt	46755	114
2271	20139_Old_Fogy_His_Musical_Opinions_and_Grotesques.txt	222436	325
2272	23661_The_Book_of_Dragons.txt	218546	898
2273	35276_Canterbury.txt	66837	94
2274	4979_Blacky_the_Crow.txt	115336	320
2275	23959_Fair_Italy_the_Riviera_and_Monte_Carlo.txt	573322	1300
2276	24543_The_Circuit_Riders.txt	32087	135
2277	20112_Lills_Travels_in_Santa_Claus_Land.txt	56263	248
2278	13030_The_German_Classics_of_the_Nineteenth_and_Twentiet.txt	857223	2159
2279	11952_A_Popular_History_of_France_from_the_Earliest_Time.txt	845424	431
2280	29643_Death_of_a_Spaceman.txt	33677	167
2281	16273_The_Manual_of_Heraldry_Fifth_Edition.txt	180173	884
2282	12027_Crime_Its_Cause_and_Treatment.txt	383030	492
2283	51461_A_Pail_of_Air.txt	30165	100
2284	3282_The_Brown_Fairy_Book.txt	500586	1613
2285	6977_Flying_for_France_With_the_American_Escadrille_at_.txt	131429	248
2286	22460_New_York_Times_Current_History_The_European_War_Vo.txt	694468	1795
2287	5955_The_Tale_of_Tommy_Fox.txt	80569	260
2288	21742_Jarwin_and_Cuffy.txt	177463	442
2289	3034_The_Anti-Slavery_Crusade_A_Chronicle_of_the_Gather.txt	276677	299
2290	23857_The_New_York_and_Albany_Post_Road.txt	114597	199
2291	22557_Canada.txt	693124	749
2292	9608_The_Cords_of_Vanity_A_Comedy_of_Shirking.txt	478970	1502
2293	8086_Down_and_Out_in_the_Magic_Kingdom.txt	274420	1159
2294	7745_The_Parisians__Volume_09.txt	107508	279
2295	11115_Frank_Merriwell_at_Yale_Or_Freshman_Against_Freshm.txt	384378	2478
2296	15675_A_Voyage_to_New_Holland_Etc_in_the_Year_1699.txt	210596	275
2297	51180_Santa_Claus_Gets_His_Wish_A_Christmas_Play_in_One_.txt	24896	96
2298	39465_Eleven_Years_in_the_Rocky_Mountains_and_Life_on_th.txt	1036538	1818
2299	99_Collected_Articles_of_Frederick_Douglass.txt	45381	40
2300	3657_Wild_Beasts_and_Their_Ways_Reminiscences_of_Europe.txt	612533	951
2301	10166_What_Germany_Thinks_Or_The_War_as_Germans_see_it.txt	457312	1231
2302	2191_Boy_Scouts_in_Mexico_Or_On_Guard_with_Uncle_Sam.txt	268377	1303
2303	21737_The_Garret_and_the_Garden_Or_Low_Life_High_Up.txt	169775	675
2304	51407_Sea_Legs.txt	72160	431
2305	34721_The_Lighter_Side_of_School_Life.txt	230107	629
2306	17107_A_Bibliographical_Antiquarian_and_Picturesque_Tour.txt	626769	924
2307	32847_The_Door_into_Infinity.txt	73673	390
2308	19963_Stop_Look_and_Dig.txt	50207	174
2309	10956_Indian_speeches_1907-1909.txt	236443	223
2310	29599_Homesick.txt	13470	59
2311	5452_An_Egyptian_Princess__Volume_03.txt	95402	297
2312	24159_Customs_and_Fashions_in_Old_New_England.txt	558882	1056
2313	18774_The_Sun_of_Quebec_A_Story_of_a_Great_Crisis.txt	535513	1788
2314	5271_Marjories_Vacation.txt	264697	1434
2315	3779_A_History_of_the_Nations_and_Empires_Involved_and_.txt	590150	981
2316	22364_The_Philosophy_of_the_Moral_Feelings.txt	332970	271
2317	6751_The_Winds_of_the_World.txt	265514	1243
2318	21901_The_Birthday_Party_A_Story_for_Little_Folks.txt	25922	165
2319	35104_Over_Here_Impressions_of_America.txt	312741	559
2320	47_Anne_of_Avonlea.txt	477119	1536
2321	25778_Pollys_Business_Venture.txt	352774	1550
2322	5354_Guy_Mannering_Or_the_Astrologer__Volume_02.txt	492140	1340
2323	18349_In_the_Irish_Brigade_A_Tale_of_War_in_Flanders_and.txt	686405	2145
2324	27277_Little_Brothers_of_the_Air.txt	325487	684
2325	5562_Barbara_Blomberg__Volume_02.txt	114343	342
2326	7627_Devereux__Volume_04.txt	182437	463
2327	21049_The_Curlytops_and_Their_Pets_Or_Uncle_Tobys_Strang.txt	241679	1421
2328	32592_Let_There_Be_Light.txt	12932	79
2329	39674_Buffalo_Land.txt	621431	1127
2330	60908_A_Diary_from_Dixie.txt	808186	1927
2331	5391_The_Crisis__Volume_04.txt	135097	486
2332	33799_The_Blood_of_the_Arena.txt	587002	1717
2333	50844_Proof_of_the_Pudding.txt	15229	66
2334	6573_The_Boy_Ranchers_on_the_Trail_Or_The_Diamond_X_Aft.txt	230022	1170
2335	30086_Has_Anyone_Here_Seen_Kelly.txt	19669	102
2336	29794_Tree_Spare_that_Woodman.txt	15235	100
2337	12404_Seeing_Europe_with_Famous_Authors_Volume_5.txt	300237	428
2338	29578_George_Loves_Gistla.txt	25118	153
2339	30764_Ham_Sandwich.txt	49730	179
2340	22513_Sense_from_Thought_Divide.txt	71992	284
2341	13803_Making_His_Way_Or_Frank_Courtneys_Struggle_Upward.txt	219500	1629
2342	24221_The_Untouchable.txt	9938	49
2343	3497_The_Swiss_Twins.txt	90893	330
2344	13176_The_Abolitionists.txt	320003	613
2345	51518_The_Feeling.txt	11003	57
2346	12667_Travels_of_Richard_and_John_Lander_into_the_interi.txt	1764242	1718
2347	25473_Frontier_Boys_on_the_Coast_Or_In_the_Pirates_Power.txt	254382	1238
2348	50736_Address_Centauri.txt	375274	1767
2349	22538_The_Devils_Asteroid.txt	56279	279
2350	19538_The_Broncho_Rider_Boys_with_Funston_at_Vera_Cruz.txt	278443	2050
2351	30263_A_Captain_in_the_Ranks_A_Romance_of_Affairs.txt	425646	1424
2352	24086_Over_the_Rocky_Mountains_Wandering_Will_in_the_Lan.txt	148657	417
2353	21051_Skylark_Three.txt	484985	1395
2354	13753_Dorothy_Daintys_Gay_Times.txt	159784	1003
2355	50622_The_Silver_Menace.txt	101164	448
2356	23262_Chasing_the_Sun.txt	142206	473
2357	8914_England_My_England.txt	334621	1493
2358	21733_The_Giant_of_the_North_Pokings_Round_the_Pole.txt	517222	1988
2359	23645_The_Motor_Maids_at_Sunrise_Camp.txt	271600	1336
2360	18813_The_Tiger_of_Mysore_A_Story_of_the_War_with_Tippoo.txt	739832	2391
2361	6933_France_and_England_in_North_America_Part_II_The_Je.txt	901083	1271
2362	24186_Zionism_and_Anti-Semitism.txt	63464	69
2363	18431_Other_Worlds.txt	317715	585
2364	29425_The_Confessions_of_a_Caricaturist_Vol_1.txt	462432	992
2365	47333_Christmas_Stories_from_French_and_Spanish_Writers.txt	284465	663
2366	31232_History_of_Morgans_Cavalry.txt	1145331	1296
2367	24187_A_Transmutation_of_Muddles.txt	33730	199
2368	5504_Serapis__Volume_04.txt	100170	152
2369	4989_A_Sweet_Girl_Graduate.txt	388828	1735
2370	2066_Wildfire.txt	536576	2134
2371	28550_Song_in_a_Minor_Key.txt	4883	14
2372	8673_A_Columbus_of_Space.txt	382302	1083
2373	9408_By_Water_to_the_Columbian_Exposition.txt	199201	547
2374	29341_The_Story_of_the_Great_War_Volume_5.txt	967958	2026
2375	9990_Brave_and_Bold_Or_The_Fortunes_of_Robert_Rushton.txt	281339	1676
2376	14968_The_Standard_Operas_Their_Plots_Their_Music_and_Th.txt	521862	538
2377	12633_A_Happy_Boy.txt	159056	589
2378	15861_The_Things_Which_Remain.txt	48914	69
2379	51534_Self_Portrait.txt	50776	174
2380	50796_Shipping_Clerk.txt	30845	170
2381	12847_Havelok_the_Dane_A_Legend_of_Old_Grimsby_and_Linco.txt	495316	1872
2382	31287_Turnover_Point.txt	10891	58
2383	26174_The_Machine_That_Saved_The_World.txt	81181	303
2384	4675_The_Sea-Witch_Or_The_African_Quadroon_A_Story_of_t.txt	322643	931
2385	24062_A_History_of_the_United_States.txt	694549	1186
2386	23370_The_Battle_and_the_Breeze.txt	142899	465
2387	25603_Detailed_Minutiae_of_Soldier_life_in_the_Army_of_N.txt	265939	450
2388	6001_Polly_of_Pebbly_Pit.txt	331673	1808
2389	47793_Sparky_Ames_of_the_Ferry_Command.txt	228379	1574
2390	24875_Lucy_Maud_Montgomery_Short_Stories_1904.txt	249393	991
2391	46191_Fighting_Without_a_War_An_Account_of_Military_Inte.txt	121380	221
2392	50884_Today_is_Forever.txt	22608	98
2393	940_The_Last_of_the_Mohicans_A_narrative_of_1757.txt	837682	2038
2394	7493_The_Daughter_of_the_Chieftain__the_Story_of_an_Ind.txt	143315	743
2395	2704_Washington_and_His_Comrades_in_Arms_A_Chronicle_of.txt	360526	410
2396	24730_Daniel_Boone.txt	27478	158
2397	14402_The_Tale_of_Old_Mr_Crow.txt	72776	408
2398	2752_Martin_Guerre.txt	93611	240
2399	7862_The_Sword_of_Antietam_A_Story_of_the_Nations_Crisi.txt	479657	1691
2400	24635_Exeter.txt	80286	100
2401	42238_The_Articles_of_Faith.txt	971897	1767
2402	7744_The_Parisians__Volume_08.txt	73966	196
2403	14546_Betty_Gordon_at_Mountain_Camp_Or_The_Mystery_of_Id.txt	222048	1185
2404	6840_Queen_Lucia.txt	468440	1229
2405	23889_Charley_de_Milo.txt	52947	260
2406	14976_Mob_Rule_in_New_Orleans.txt	118758	256
2407	12016_The_Merchant_of_Berlin_An_Historical_Novel.txt	671356	2052
2408	6340_Literary_Lapses.txt	223421	758
2409	16960_History_of_the_United_States.txt	1235764	2146
2410	10542_The_Boats_of_the_Glen_Carrig.txt	310437	413
2411	21427_Comic_History_of_the_United_States.txt	305918	1061
2412	30677_Birds_Illustrated.txt	50324	172
2413	6812_Abraham_Lincoln_a_History__Volume_01.txt	734958	733
2414	22129_Wee_Timrous_Beasties_Studies_of_Animal_life_and_Ch.txt	173796	591
2415	6301_The_Eve_of_the_French_Revolution.txt	757406	883
2416	15149_The_Palace_Beautiful_A_Story_for_Girls.txt	524429	1667
2417	36962_My_Attainment_of_the_Pole.txt	1021087	2418
2418	14451_African_Camp_Fires.txt	428775	783
2419	16965_Queen_Victoria.txt	194632	589
2420	32268_The_Burning_of_Chambersburg_Pennsylvania.txt	145996	215
2421	31516_The_Eyes_Have_It.txt	6041	30
2422	15100_The_Voyage_of_Governor_Phillip_to_Botany_Bay.txt	415244	548
2423	35427_The_Raid_of_John_Brown_at_Harpers_Ferry_as_I_Saw_I.txt	46346	56
2424	50904_On_the_Fourth_Planet.txt	36247	103
2425	10080_Mobilizing_Woman-Power.txt	217400	479
2426	51184_Inside_Earth.txt	94160	348
2427	33280_Civil_War_Experiences.txt	149737	249
2428	18930_History_Of_The_Missions_Of_The_American_Board_Of_C.txt	583902	758
2429	18492_Star_Surgeon.txt	282350	969
2430	30532_Astounding_Stories_May_1931.txt	440551	1750
2431	18156_We_and_the_World_A_Book_for_Boys_Part_II.txt	291555	806
2432	972_The_Devils_Dictionary.txt	343367	1411
2433	50133_The_Dunwich_Horror.txt	100544	147
2434	18078_Soldier_Silhouettes_on_Our_Front.txt	197450	574
2435	29926_Hittel_on_Gold_Mines_and_Mining.txt	123017	115
2436	706_The_Amateur_Cracksman.txt	264913	937
2437	19194_Rebel_Raider.txt	85332	167
2438	5478_Cleopatra__Volume_06.txt	81141	187
2439	6337_The_Boy_Allies_under_Two_Flags.txt	266790	1663
2440	10743_Moonfleet.txt	425068	707
2441	42987_Nightmare_Planet.txt	91530	228
2442	13577_The_Meadow-Brook_Girls_Afloat_Or_the_Stormy_Cruise.txt	261709	1307
2443	51494_Beach_Scene.txt	27992	141
2444	1484_The_Four_Horsemen_of_the_Apocalypse.txt	825741	1985
2445	605_Pellucidar.txt	305888	1102
2446	20213_Peace_on_Earth_Good-will_to_Dogs.txt	88446	387
2447	23210_Missing_Link.txt	29263	193
2448	6490_The_Betrothed.txt	749609	1791
2449	22132_Giants_on_the_Earth.txt	131401	372
2450	37787_Birds_and_Man.txt	377696	468
2451	22352_American_Boys_Life_of_Theodore_Roosevelt.txt	328939	1068
2452	3832_Australia_Felix.txt	839362	1982
2453	22227_The_4-D_Doodler.txt	31447	157
2454	18993_History__of_the_World_War_An_Authentic_Narrative_o.txt	1415627	3300
2455	24566_Faithfully_Yours.txt	35637	162
2456	24550_The_Rise_of_Canada_from_Barbarism_to_Wealth_and_Ci.txt	877617	317
2457	18560_Chopin_and_Other_Musical_Essays.txt	351597	338
2458	45556_Pappina_the_Little_Wanderer_A_Story_of_Southern_It.txt	161799	915
2459	11203_Narrative_of_a_Survey_of_the_Intertropical_and_Wes.txt	601376	1146
2460	42914_Gladiator.txt	398943	1385
2461	60758_History_of_the_Church_of_Jesus_Christ_of_Latter-da.txt	1414215	4540
2462	2612_The_History_of_England_from_the_Accession_of_James.txt	1473643	1509
2463	1390_The_Jimmyjohn_Boss_and_Other_Stories.txt	353254	1126
2464	3422_The_Life_of_the_Fly_With_Which_are_Interspersed_So.txt	530414	865
2465	33432_Mr_Munchausen.txt	198863	546
2466	30596_General_Bramble.txt	143350	619
2467	50063_People_Minus_X.txt	297823	917
2468	8424_Mohun_Or_the_Last_Days_of_Lee_and_His_Paladins.txt	895862	3701
2469	22470_The_Bell_Tone.txt	9105	49
2470	8176_Death_at_the_Excelsior_and_Other_Stories.txt	192317	861
2471	22893_Pygmalions_Spectacles.txt	38427	170
2472	4914_The_Motor_Girls.txt	240896	1581
2473	2897_The_Sequel_of_Appomattox_A_Chronicle_of_the_Reunio.txt	411911	453
2474	33001_My_Diary_in_Serbia_April_1_1915-Nov_1_1915.txt	163629	343
2475	13827_Fields_of_Victory.txt	323908	373
2476	14623_Six_Little_Bunkers_at_Grandma_Bells.txt	215780	1446
2477	26346_Our_Bird_Comrades.txt	298804	437
2478	20887_Critical_Miscellanies_Vol_3_of_3_Essay_2_The_Death.txt	83588	64
2479	11438_The_Willows.txt	107762	308
2480	11719_Kincaids_Battery.txt	582567	1744
2481	155_The_Moonstone.txt	1050647	3118
2482	14626_The_Boy_Allies_with_the_Victorious_Fleets_Or_The_F.txt	260335	1685
2483	36285_Comparative_Breeding_Behavior_of_Ammospiza_caudacu.txt	70006	161
2484	32498_The_Brain.txt	315622	948
2485	2503_Myths_and_Legends_of_California_and_the_Old_Southw.txt	169872	603
2486	12565_An_Account_of_the_English_Colony_in_New_South_Wale.txt	1453114	2421
2487	18662_The_Tale_of_Buster_Bumblebee.txt	75848	389
2488	21555_The_Mission_or_Scenes_in_Africa.txt	589962	1615
2489	793_Aeroplanes_and_Dirigibles_of_War.txt	366044	522
2490	9995_Little_Journey_to_Puerto_Rico.txt	110862	577
2491	25419_Polly_and_Eleanor.txt	338582	1650
2492	18943_Tom_Slade_at_Black_Lake.txt	181197	717
2493	14369_The_Young_Engineers_on_the_Gulf.txt	256843	1618
2494	22495_The_New_Pun_Book.txt	107720	981
2495	22676_History_of_the_United_States_Volume_4.txt	289218	483
2496	7899_The_Radio_Boys_First_Wireless_Or_Winning_the_Ferbe.txt	232135	1127
2497	19767_George_Borrow_and_His_Circle.txt	806620	1469
